edge,p_value,Gene1,Gene2
VANGL2+WNT5A,0.0012787332509748,VANGL2,WNT5A
PRKACB+PSPN,0.0012809268495963,PRKACB,PSPN
RPS24+RPS3,0.001281781184569,RPS24,RPS3
TNFRSF1A+TNFSF11,0.0012836483714279,TNFRSF1A,TNFSF11
MRPS18C+MRPS36,0.001286002152325,MRPS18C,MRPS36
COLGALT1+JMJD6,0.0012876652744879,COLGALT1,JMJD6
JAK1+MPL,0.0012902152289151,JAK1,MPL
GFRA4+PRKACB,0.0012926490922806,GFRA4,PRKACB
RSAD2+STAT1,0.0012935386160497,RSAD2,STAT1
PSMA4+TP73,0.0012963533420746,PSMA4,TP73
GCKR+NUP205,0.0012967038661057,GCKR,NUP205
PHC2+SCML2,0.001298370103305,PHC2,SCML2
CTTN+GABBR2,0.0013026616715466,CTTN,GABBR2
EPS15+RAB28,0.0013033044442585,EPS15,RAB28
ACTL6B+BCL7A,0.0013042416199449,ACTL6B,BCL7A
GTF2F1+TAF12,0.0013063377271353,GTF2F1,TAF12
CBFA2T3+LDB1,0.0013078993818423,CBFA2T3,LDB1
DHODH+MRTO4,0.0013080903020431,DHODH,MRTO4
ANKRD28+CEP170B,0.0013088711877485,ANKRD28,CEP170B
TAF2+TAF3,0.0013110839419581,TAF2,TAF3
EGFR+EPS15L1,0.0013127435978364,EGFR,EPS15L1
BCL2L1+RAD9A,0.0013137509987595,BCL2L1,RAD9A
BRCA1+DROSHA,0.0013151909843946,BRCA1,DROSHA
COL6A6+ITGA9,0.0013173690677536,COL6A6,ITGA9
DYTN+RAB11FIP4,0.0013199307769919,DYTN,RAB11FIP4
SEMG1+WFDC12,0.0013247916272367,SEMG1,WFDC12
PRKCZ+RAP1B,0.0013282121827115,PRKCZ,RAP1B
EXOSC4+NOP58,0.0013284329894236,EXOSC4,NOP58
CD1B+CD83,0.0013292997860552,CD1B,CD83
SF3B4+YBX1,0.0013315155781839,SF3B4,YBX1
ACTL7A+ENAH,0.0013336899322331,ACTL7A,ENAH
KIF20B+KIF23,0.001334324496049,KIF20B,KIF23
AVP+CRH,0.0013409899937727,AVP,CRH
EXOC2+VPS53,0.001345882819374,EXOC2,VPS53
CDT1+PCNA,0.0013476527433396,CDT1,PCNA
FOXRED1+NDUFA2,0.0013487803859542,FOXRED1,NDUFA2
GTF2H5+TAF5L,0.0013515798450449,GTF2H5,TAF5L
CDC45+RFC1,0.001352988674761,CDC45,RFC1
FOXRED1+NDUFS5,0.0013589248960923,FOXRED1,NDUFS5
ADCY8+PRKACB,0.0013594090803505,ADCY8,PRKACB
STRN+SUOX,0.0013596085225449,STRN,SUOX
CACNA1A+CAV3,0.0013609682972986,CACNA1A,CAV3
SUPT16H+TONSL,0.001361763014912,SUPT16H,TONSL
HMMR+MCM4,0.0013626406212545,HMMR,MCM4
INTS4+ZC3H8,0.0013628959940468,INTS4,ZC3H8
CD320+MMAB,0.0013683152327621,CD320,MMAB
FBL+NOL12,0.0013684622561479,FBL,NOL12
DVL1+PRICKLE3,0.0013704875931352,DVL1,PRICKLE3
RPN1+SEC61G,0.0013709729043226,RPN1,SEC61G
ARMC10+FBXL13,0.0013717602575028,ARMC10,FBXL13
NFATC1+OSCAR,0.001372168552718,NFATC1,OSCAR
APOOL+NDUFA12,0.0013801797533133,APOOL,NDUFA12
ITGA2B+PTK2B,0.0013820224204166,ITGA2B,PTK2B
CASQ1+CASQ2,0.0013842770083758,CASQ1,CASQ2
ACTL6B+KAT5,0.001384805530096,ACTL6B,KAT5
CGA+GABRR1,0.0013890401355298,CGA,GABRR1
FOXA1+GATA3,0.0013915594051974,FOXA1,GATA3
RAB11FIP4+TEFM,0.0013917197085298,RAB11FIP4,TEFM
EEF2+RPS18,0.0013917321819658,EEF2,RPS18
RPL37A+RPS15,0.0013931242420228,RPL37A,RPS15
EP300+SKP2,0.0013934188646546,EP300,SKP2
ENO4+MDH2,0.001394645667491,ENO4,MDH2
MLLT10+YEATS4,0.0013948186476138,MLLT10,YEATS4
PRR12+ZFHX4,0.0013951659006179,PRR12,ZFHX4
NSUN5+TRDMT1,0.0013952724514874,NSUN5,TRDMT1
GRB2+TEC,0.0013962326203577,GRB2,TEC
CPSF3+POLDIP3,0.0014028698864802,CPSF3,POLDIP3
PRKRIP1+PRPF8,0.0014065224028804,PRKRIP1,PRPF8
ARHGAP39+RAC1,0.0014127164506732,ARHGAP39,RAC1
EPHA6+SEMA3F,0.0014138018759406,EPHA6,SEMA3F
IL1F10+IL36RN,0.0014182882573011,IL1F10,IL36RN
SNAP47+VAMP7,0.0014217906802099,SNAP47,VAMP7
ITCH+SUFU,0.0014262315440256,ITCH,SUFU
EZR+FADD,0.0014266092385613,EZR,FADD
GFAP+PROM1,0.0014286080120824,GFAP,PROM1
KCNAB2+KCNS3,0.0014292240406256,KCNAB2,KCNS3
GTPBP4+PES1,0.0014322933724956,GTPBP4,PES1
FTSJ3+GTPBP4,0.0014353482875497,FTSJ3,GTPBP4
CENPA+NCAPG,0.0014401947230646,CENPA,NCAPG
CREB5+HTT,0.0014424663891761,CREB5,HTT
GSPT1+RPL23A,0.0014437622210717,GSPT1,RPL23A
RPL27A+RPS15,0.0014443703835693,RPL27A,RPS15
CAMK2D+GRIA4,0.0014479189368521,CAMK2D,GRIA4
MED19+MED27,0.0014487124405166,MED19,MED27
CDC25C+EGFR,0.0014524121077402,CDC25C,EGFR
CAV1+PRSS57,0.0014546503575411,CAV1,PRSS57
DLG1+KCNA5,0.0014617572279617,DLG1,KCNA5
CRH+HCRT,0.0014656897239023,CRH,HCRT
AK4+NTPCR,0.0014662491406284,AK4,NTPCR
APOC3+F2,0.0014664306353581,APOC3,F2
DIDO1+TRIP12,0.0014689984726622,DIDO1,TRIP12
BRIX1+WDR12,0.0014693473616146,BRIX1,WDR12
CDT1+WDHD1,0.0014737417319024,CDT1,WDHD1
CACHD1+CACNB3,0.0014766200623671,CACHD1,CACNB3
EEF2+RPS15,0.0014825541788738,EEF2,RPS15
BRIX1+FTSJ3,0.0014874105405087,BRIX1,FTSJ3
SNAP47+STX2,0.0014925421612255,SNAP47,STX2
AADAT+TRABD2B,0.0014963531575983,AADAT,TRABD2B
COX7C+NDUFB2,0.0014977660946636,COX7C,NDUFB2
GATA2+MYB,0.0014994904349849,GATA2,MYB
FOXA1+HNF4A,0.0015070984794181,FOXA1,HNF4A
ENY2+SAP130,0.0015097478032295,ENY2,SAP130
BIRC5+NDC1,0.0015107578688244,BIRC5,NDC1
UBE2D3+WTIP,0.0015108150064192,UBE2D3,WTIP
EGR4+NFATC1,0.0015108818267773,EGR4,NFATC1
AP5Z1+PNPLA6,0.001511710590774,AP5Z1,PNPLA6
ENHO+PIANP,0.0015146826528174,ENHO,PIANP
DCLRE1A+FAN1,0.001522378822686,DCLRE1A,FAN1
DLL4+HEY2,0.0015231353377202,DLL4,HEY2
MPHOSPH10+RPS23,0.0015245710161243,MPHOSPH10,RPS23
FOXRED1+NDUFB3,0.0015257736399383,FOXRED1,NDUFB3
CDKN1A+EP400,0.0015267799028416,CDKN1A,EP400
MYL2+NFATC1,0.001529716907187,MYL2,NFATC1
ADCY2+GNAS,0.0015336618007922,ADCY2,GNAS
STX2+USE1,0.0015355119529299,STX2,USE1
DCLRE1B+FANCL,0.00153657435315,DCLRE1B,FANCL
DDX31+GNL3L,0.0015425102548057,DDX31,GNL3L
MCM6+RPA3,0.0015497552971412,MCM6,RPA3
STIL+TOP2A,0.0015514524095965,STIL,TOP2A
COX10+SCO1,0.001554545616699,COX10,SCO1
RPL34+RPS24,0.001554635283572,RPL34,RPS24
CACNA1B+RGS9,0.0015594501102101,CACNA1B,RGS9
AURKB+CCNB1,0.0015613924300814,AURKB,CCNB1
KIF4B+TPX2,0.001565671756456,KIF4B,TPX2
G3BP1+JMJD6,0.001567029862247,G3BP1,JMJD6
APOB+F2,0.0015671845381915,APOB,F2
MTX1+TOMM40,0.001569880478108,MTX1,TOMM40
MPL+THPO,0.0015698810066475,MPL,THPO
CNDP1+GLUD2,0.0015709277685625,CNDP1,GLUD2
ISL1+LDB1,0.0015726843537457,ISL1,LDB1
LAMP1+NCR1,0.0015730131363597,LAMP1,NCR1
CMPK2+NT5C2,0.0015762973845641,CMPK2,NT5C2
ARC+DNM2,0.001579191026,ARC,DNM2
NSUN4+NSUN7,0.0015802840950133,NSUN4,NSUN7
BBS4+BBS9,0.0015872293303581,BBS4,BBS9
PDCD11+RPS14,0.0015895095048817,PDCD11,RPS14
CAND1+DCUN1D1,0.0015932452408981,CAND1,DCUN1D1
FOXRED1+NDUFA4,0.0015935008720007,FOXRED1,NDUFA4
CD14+SFTPA1,0.0015968757674279,CD14,SFTPA1
GNPTAB+PARPBP,0.0015970966890503,GNPTAB,PARPBP
FTSJ3+MPHOSPH10,0.0015997708139489,FTSJ3,MPHOSPH10
MTA2+PHF21A,0.0016007985509848,MTA2,PHF21A
LMAN1+SEC16B,0.0016021008743515,LMAN1,SEC16B
ADRB2+GNAI2,0.0016039433013186,ADRB2,GNAI2
PHF21A+XRCC5,0.0016053517552313,PHF21A,XRCC5
KIF15+POLQ,0.0016060364303731,KIF15,POLQ
ADRB2+CCR3,0.0016129545617858,ADRB2,CCR3
NFATC1+PRKACG,0.0016149365370424,NFATC1,PRKACG
KIF11+TTK,0.0016163314533721,KIF11,TTK
ELSPBP1+NFATC1,0.0016180966129388,ELSPBP1,NFATC1
ASXL1+SCML2,0.0016185490077108,ASXL1,SCML2
FKBP8+PIN1,0.0016226814355803,FKBP8,PIN1
GEMIN2+NUP54,0.0016272369753373,GEMIN2,NUP54
CAMK2B+NOS1,0.0016295422127797,CAMK2B,NOS1
HDAC1+RBL2,0.0016329365500412,HDAC1,RBL2
CAMK2B+GRM5,0.0016372368905787,CAMK2B,GRM5
ATM+RNF8,0.0016390450706829,ATM,RNF8
KIF15+KIF3B,0.0016430422453824,KIF15,KIF3B
ANAPC5+PHC3,0.001643643894126,ANAPC5,PHC3
KCNA2+KCNAB3,0.0016448277200014,KCNA2,KCNAB3
COL6A6+ITGA1,0.0016451146328404,COL6A6,ITGA1
SLC26A6+SLC34A3,0.0016456601362915,SLC26A6,SLC34A3
CBL+EPHA4,0.0016478316818688,CBL,EPHA4
NUFIP1+PRPF31,0.0016492956768458,NUFIP1,PRPF31
NCOA4+PTCH2,0.0016565048046303,NCOA4,PTCH2
AK7+AK9,0.0016663826967641,AK7,AK9
PPARG+RAF1,0.0016668021314111,PPARG,RAF1
PDCD11+RPL9,0.00166956517862,PDCD11,RPL9
FTSJ3+TRMT6,0.0016729462826158,FTSJ3,TRMT6
RPL6+RPS15,0.0016733491749549,RPL6,RPS15
CAV3+TRDN,0.0016745437423685,CAV3,TRDN
NCAPG+ZWINT,0.0016748269749809,NCAPG,ZWINT
GSPT1+RPS23,0.0016802086109775,GSPT1,RPS23
PDCD11+RPL3,0.0016812521366416,PDCD11,RPL3
CNTN1+PTPRZ1,0.0016835412480908,CNTN1,PTPRZ1
PRPF19+SF3B4,0.0016836124974692,PRPF19,SF3B4
MELK+NEK2,0.0016842216585134,MELK,NEK2
ACTL6B+ARID2,0.0016859149708247,ACTL6B,ARID2
ASCL1+TCF3,0.0016884999953227,ASCL1,TCF3
AR+HSP90AA1,0.0016932698303667,AR,HSP90AA1
DTL+TYMS,0.0016941896252369,DTL,TYMS
CDT1+UBA52,0.0016945045103185,CDT1,UBA52
GSPT1+UBA52,0.0016958214496769,GSPT1,UBA52
CWC22+RBMX2,0.0016961835975922,CWC22,RBMX2
POLR2K+RPA3,0.0016964396628407,POLR2K,RPA3
HSP90B1+LRP1,0.0017018505718517,HSP90B1,LRP1
COPS4+DCAF4,0.0017031769681207,COPS4,DCAF4
ADRB2+TPM3,0.0017088157424053,ADRB2,TPM3
ALDOB+ENO4,0.0017091396971507,ALDOB,ENO4
GMEB1+HSPB1,0.0017093825489112,GMEB1,HSPB1
CHRM5+GNA11,0.0017123681929552,CHRM5,GNA11
TEX10+WDR43,0.0017142086183221,TEX10,WDR43
COMT+DRD1,0.0017147222877997,COMT,DRD1
LMNA+TMEM201,0.0017148192594998,LMNA,TMEM201
APBB3+APLP2,0.0017167969079252,APBB3,APLP2
CDT1+UBC,0.0017264050108514,CDT1,UBC
FZD2+PPP2R1A,0.0017319721892389,FZD2,PPP2R1A
CDH8+JUP,0.0017327078903098,CDH8,JUP
GATA3+RUNX3,0.0017355830771109,GATA3,RUNX3
FGF3+MAPK3,0.0017356690409324,FGF3,MAPK3
CNTN1+NFASC,0.001736512181588,CNTN1,NFASC
RFC1+TOP1MT,0.0017367471047795,RFC1,TOP1MT
RGPD2+XPO1,0.0017409008556322,RGPD2,XPO1
FOS+GATA2,0.0017410475000697,FOS,GATA2
FTSJ3+PAK1IP1,0.0017417182115611,FTSJ3,PAK1IP1
LCAT+PSKH1,0.0017421852047189,LCAT,PSKH1
TRPC6+TRPV4,0.0017466783016214,TRPC6,TRPV4
SIRPG+SYK,0.0017477022427821,SIRPG,SYK
FGF8+WNT3A,0.0017483559426883,FGF8,WNT3A
NCAN+TNR,0.0017512408602848,NCAN,TNR
AXIN2+LRP6,0.0017531678152416,AXIN2,LRP6
ACTR5+INO80,0.0017580214991367,ACTR5,INO80
CENPA+MELK,0.0017586083355305,CENPA,MELK
ALDH9A1+CNDP1,0.0017611047306299,ALDH9A1,CNDP1
SNAP47+VAMP3,0.0017625981455998,SNAP47,VAMP3
MYBPC3+TNNC1,0.001763359798777,MYBPC3,TNNC1
ENPP1+ENTPD4,0.0017646972217101,ENPP1,ENTPD4
RPL10+RPS3,0.0017680157447504,RPL10,RPS3
DHX37+TRMT6,0.0017681413780782,DHX37,TRMT6
AKAP14+PRKACB,0.0017684547022065,AKAP14,PRKACB
GLI3+PSMB8,0.0017728511743299,GLI3,PSMB8
CBFA2T3+TCF4,0.0017730209915077,CBFA2T3,TCF4
CDC40+SDE2,0.0017785689166854,CDC40,SDE2
ADCY3+GNAO1,0.0017811984614082,ADCY3,GNAO1
CBX4+PCGF2,0.0017834550433361,CBX4,PCGF2
NACA+RPL18,0.0017896288602108,NACA,RPL18
FTSJ3+WDR4,0.0017970639199683,FTSJ3,WDR4
ETS1+JAK1,0.001799923796381,ETS1,JAK1
PNISR+SREK1,0.0018005407482449,PNISR,SREK1
PRKCG+PTK2B,0.0018052089832763,PRKCG,PTK2B
MORN3+PACRG,0.0018095451371235,MORN3,PACRG
CHRNA1+PAK2,0.0018103207894207,CHRNA1,PAK2
TNRC6C+ZFPM1,0.0018115425955104,TNRC6C,ZFPM1
NDC80+TACC3,0.001812598196188,NDC80,TACC3
MCMBP+WDHD1,0.0018128818036027,MCMBP,WDHD1
IGF1+MTOR,0.0018155023054596,IGF1,MTOR
FZD7+WNT7A,0.0018166952014444,FZD7,WNT7A
NNT+SIRT5,0.0018195819858766,NNT,SIRT5
CBX8+HNRNPK,0.0018213686872868,CBX8,HNRNPK
CDC25A+PKMYT1,0.001821909921062,CDC25A,PKMYT1
DLG3+GRM1,0.0018221726528538,DLG3,GRM1
FFAR3+FFAR4,0.0018239770213637,FFAR3,FFAR4
DDB1+UBR5,0.0018243780320951,DDB1,UBR5
PIK3R4+WIPI2,0.0018248085705745,PIK3R4,WIPI2
E2F2+PTGDR,0.0018296357939731,E2F2,PTGDR
FTSJ3+RPL39L,0.0018334040265184,FTSJ3,RPL39L
MAP2K6+MAP3K3,0.0018362723587929,MAP2K6,MAP3K3
CEP135+STIL,0.001839500510418,CEP135,STIL
AKAP10+PRKAR2A,0.0018423271354384,AKAP10,PRKAR2A
ADAMTS2+ADAMTS3,0.0018424292852332,ADAMTS2,ADAMTS3
CENPA+DTL,0.001844710775455,CENPA,DTL
RPL24+RPS15,0.0018447660586595,RPL24,RPS15
CD300LG+SLCO1A2,0.0018448762261443,CD300LG,SLCO1A2
KLK3+SEMG1,0.0018480772433075,KLK3,SEMG1
MRPL47+RPL27A,0.0018504781145243,MRPL47,RPL27A
CDT1+TPX2,0.0018610975527742,CDT1,TPX2
CERS6+SMPD2,0.00186132550492,CERS6,SMPD2
CSF3+STAT3,0.0018618485117408,CSF3,STAT3
FBXO16+SKP1,0.001864180519418,FBXO16,SKP1
CHRNA1+PAK1,0.0018657449367663,CHRNA1,PAK1
RAF1+TRIM24,0.0018688579035402,RAF1,TRIM24
CRH+OXT,0.001869512447143,CRH,OXT
F13A1+SERPINC1,0.0018711750994802,F13A1,SERPINC1
FAM161B+FCF1,0.0018722276477353,FAM161B,FCF1
AR+DCTN1,0.001884835936066,AR,DCTN1
PIGH+PIGN,0.0018850416602361,PIGH,PIGN
ADAMTS14+ADAMTS7,0.0018863813834806,ADAMTS14,ADAMTS7
GHSR+OXT,0.0018865328879358,GHSR,OXT
MRPS5+WDR31,0.0018915070567799,MRPS5,WDR31
EIF3G+GTPBP4,0.0018957480841922,EIF3G,GTPBP4
CDCA3+KIF22,0.0018990220177384,CDCA3,KIF22
CAMK2B+CAV1,0.001901974164845,CAMK2B,CAV1
GNG7+PIK3R6,0.0019026273539602,GNG7,PIK3R6
CCNB1+PTTG1,0.0019059989438861,CCNB1,PTTG1
ADAM11+DBF4B,0.0019147227798767,ADAM11,DBF4B
ARID4B+PHF21A,0.0019194894130835,ARID4B,PHF21A
CHUK+SKP1,0.0019227236739493,CHUK,SKP1
ATAD1+MOCS2,0.0019290089354738,ATAD1,MOCS2
EPB41L2+SPTB,0.0019306079362973,EPB41L2,SPTB
NOL12+PDCD11,0.0019392810018642,NOL12,PDCD11
CDT1+TEN1-CDK3,0.0019423299152884,CDT1,TEN1-CDK3
DUSP19+PAQR3,0.0019446935546689,DUSP19,PAQR3
PACRG+RSPH9,0.0019483347304813,PACRG,RSPH9
CDC42+FGD3,0.0019524817458872,CDC42,FGD3
CSF3+THPO,0.0019537050978987,CSF3,THPO
TDRD6+TDRKH,0.0019583423056916,TDRD6,TDRKH
DOT1L+WDR82,0.001961933811909,DOT1L,WDR82
MTA2+PHF20L1,0.0019643880613486,MTA2,PHF20L1
ANLN+CDK1,0.0019644894482089,ANLN,CDK1
DCAF4+DTL,0.0019647665566061,DCAF4,DTL
BSN+RIMS1,0.0019656553717499,BSN,RIMS1
MYOG+TCF4,0.0019703526917813,MYOG,TCF4
IFT46+KIF3B,0.0019726103618995,IFT46,KIF3B
NDC80+PLK4,0.0019758575050531,NDC80,PLK4
SCN5A+SPTBN1,0.0019768440677097,SCN5A,SPTBN1
CLDN8+TJP3,0.001980182212301,CLDN8,TJP3
LSM10+SNRPE,0.0019805326839861,LSM10,SNRPE
SOAT1+VPS52,0.0019827758865084,SOAT1,VPS52
ITGA10+ITGAL,0.0019829471359595,ITGA10,ITGAL
CUL1+FBXO22,0.0019837662387114,CUL1,FBXO22
PRKRIP1+SNRPB,0.0019843079924731,PRKRIP1,SNRPB
APOA2+ORM2,0.001986187166814,APOA2,ORM2
AP1G1+AP1M1,0.0019862084482502,AP1G1,AP1M1
DGKB+PLCB3,0.001986527232915,DGKB,PLCB3
CAMK2B+ESRP1,0.001987637433243,CAMK2B,ESRP1
AAMP+MRTO4,0.0019888910696036,AAMP,MRTO4
ENO4+TPI1,0.0019896685697591,ENO4,TPI1
RFC1+WDHD1,0.0019935800620448,RFC1,WDHD1
ILF2+RBMX,0.0020003358826114,ILF2,RBMX
TAF3+YEATS2,0.0020004543571962,TAF3,YEATS2
HMMR+MCM10,0.0020004823072712,HMMR,MCM10
RPS14+RPS15,0.0020016582039084,RPS14,RPS15
ACTL6B+PBRM1,0.002004220435795,ACTL6B,PBRM1
EIF3A+WDR31,0.0020082491968567,EIF3A,WDR31
AGO1+FKBP5,0.0020116254400438,AGO1,FKBP5
HEATR1+UTP20,0.0020127849976609,HEATR1,UTP20
BCCIP+PES1,0.002012997758725,BCCIP,PES1
GNLY+PRF1,0.0020134584961902,GNLY,PRF1
MYH3+TCAP,0.0020153164870221,MYH3,TCAP
MELK+PLK1,0.00201790422095,MELK,PLK1
GRWD1+POLR1B,0.0020232110104223,GRWD1,POLR1B
DYNC2LI1+WDR19,0.0020240356715712,DYNC2LI1,WDR19
PPFIA2+SPATA25,0.0020243866552675,PPFIA2,SPATA25
MAPK3+SAG,0.002029498797664,MAPK3,SAG
MAP1LC3C+WIPI2,0.0020299582309504,MAP1LC3C,WIPI2
ITIH6+PNCK,0.002030168902043,ITIH6,PNCK
PRKACB+RAP1B,0.0020320145169726,PRKACB,RAP1B
IVL+S100A10,0.0020329997527514,IVL,S100A10
TNNI1+TPM1,0.0020343502421176,TNNI1,TPM1
CRH+GAL,0.0020375532157445,CRH,GAL
CHEK1+FANCA,0.0020398525349699,CHEK1,FANCA
ENO4+PGK1,0.0020408511784678,ENO4,PGK1
FTSJ3+UTP6,0.0020440208143516,FTSJ3,UTP6
SMC3+WDHD1,0.0020489434613209,SMC3,WDHD1
RPL18+RPS24,0.0020497715637803,RPL18,RPS24
CLCN1+MBNL1,0.0020506474348946,CLCN1,MBNL1
DDX58+IL1B,0.0020506477841373,DDX58,IL1B
FTO+RPGRIP1L,0.0020526552759499,FTO,RPGRIP1L
COQ9+FOXRED1,0.0020533404706933,COQ9,FOXRED1
IRS2+MAPK9,0.0020560691048779,IRS2,MAPK9
MPHOSPH10+RPS9,0.0020576295194033,MPHOSPH10,RPS9
CBFB+PPM1D,0.0020585508441699,CBFB,PPM1D
GOLGA2+RAB6A,0.0020587681375937,GOLGA2,RAB6A
MRPL3+MRPL43,0.0020632918761481,MRPL3,MRPL43
MTO1+TRMU,0.0020654427348897,MTO1,TRMU
FKBP5+HSP90AB1,0.0020672788307224,FKBP5,HSP90AB1
DTL+MCM7,0.0020679700277652,DTL,MCM7
FOXA1+HNF4G,0.0020709114465814,FOXA1,HNF4G
MFN1+PHB2,0.0020726131688244,MFN1,PHB2
FZD6+WNT7B,0.0020877818743007,FZD6,WNT7B
CAV1+CAV3,0.0020976902608028,CAV1,CAV3
ADRB2+USP33,0.0020990705346406,ADRB2,USP33
DGKB+PLCG1,0.0021003305711687,DGKB,PLCG1
RPS15+RPS24,0.0021034173453633,RPS15,RPS24
NDC1+NUP37,0.0021057439418869,NDC1,NUP37
CUL1+FBXL16,0.002109832042992,CUL1,FBXL16
LRP8+MAPK8IP1,0.0021099720193311,LRP8,MAPK8IP1
KCTD17+TNFAIP1,0.0021150289194657,KCTD17,TNFAIP1
CEP55+DTL,0.0021168247813812,CEP55,DTL
COL9A2+MMP13,0.0021217710199776,COL9A2,MMP13
AADAT+DLST,0.0021276420231816,AADAT,DLST
IFT122+IFT43,0.0021356586891906,IFT122,IFT43
MYBPH+MYL1,0.0021360101314594,MYBPH,MYL1
RPL21+RPS3,0.0021395729352664,RPL21,RPS3
GSPT1+RPS5,0.0021404631198494,GSPT1,RPS5
NUP107+SNUPN,0.0021419782070229,NUP107,SNUPN
PPP1CA+SHOC2,0.0021423152479134,PPP1CA,SHOC2
JAK2+TEC,0.0021427200843338,JAK2,TEC
KRT1+KRT2,0.0021427411013162,KRT1,KRT2
CNGB1+GUCA1C,0.0021431768047937,CNGB1,GUCA1C
EP300+FAM120B,0.0021488537134074,EP300,FAM120B
SNRPE+SNUPN,0.0021622885795278,SNRPE,SNUPN
KDM5C+REST,0.0021640425949049,KDM5C,REST
CUL4A+ERCC1,0.0021646686194997,CUL4A,ERCC1
PPARGC1B+THRAP3,0.0021681119839034,PPARGC1B,THRAP3
TAX1BP1+TNIP3,0.0021751680744327,TAX1BP1,TNIP3
EEF1B2+RPS15,0.002179178093168,EEF1B2,RPS15
ISL1+SHH,0.0021807285127058,ISL1,SHH
DUSP11+RNF144B,0.0021831855327327,DUSP11,RNF144B
MED19+PRPF3,0.0021859581381357,MED19,PRPF3
ERCC6+USP7,0.0021868119966695,ERCC6,USP7
BTK+IKBKG,0.0021919953498754,BTK,IKBKG
KEL+XKR3,0.0021953693308769,KEL,XKR3
CDK1+MND1,0.0021966745909123,CDK1,MND1
LSM3+PRPF3,0.0021989848996331,LSM3,PRPF3
ENO4+GAPDH,0.0021992997048068,ENO4,GAPDH
PRPF8+ZMAT2,0.00220706850543,PRPF8,ZMAT2
DOT1L+RNF40,0.0022102531896497,DOT1L,RNF40
CENPA+CHEK1,0.0022106272675376,CENPA,CHEK1
LDB1+ZFPM1,0.0022110348494331,LDB1,ZFPM1
CBFA2T3+GATA1,0.0022116081846453,CBFA2T3,GATA1
AR+NCOA2,0.0022160217361574,AR,NCOA2
ATM+UBB,0.0022160604648409,ATM,UBB
LYAR+PES1,0.0022177604000821,LYAR,PES1
KIF22+TROAP,0.0022181565784096,KIF22,TROAP
SHC1+TEC,0.002230566915507,SHC1,TEC
MRPL11+MRPS18C,0.0022379889937493,MRPL11,MRPS18C
IL1A+IRAK4,0.0022389082844121,IL1A,IRAK4
CDT1+UBB,0.0022414661053396,CDT1,UBB
CNTROB+NEURL4,0.002244452298776,CNTROB,NEURL4
RPAP2+RPRD1A,0.002244482777174,RPAP2,RPRD1A
BEST2+CLCN1,0.0022450646387049,BEST2,CLCN1
GSPT1+RPS14,0.0022484352766788,GSPT1,RPS14
CDT1+MCM7,0.0022497668500852,CDT1,MCM7
ACVR2B+LEFTY2,0.0022500176673557,ACVR2B,LEFTY2
LYPD1+SLURP1,0.0022519150744306,LYPD1,SLURP1
EIF4G1+UBC,0.0022534492923183,EIF4G1,UBC
MBIP+POLE3,0.0022557775385525,MBIP,POLE3
DTL+FOXM1,0.0022570067682355,DTL,FOXM1
RBM22+RBMX2,0.0022588882076847,RBM22,RBMX2
CEP55+TTK,0.0022597677957402,CEP55,TTK
OCRL+PIP5KL1,0.0022620709725459,OCRL,PIP5KL1
EEF2+EIF2S3,0.0022623393146684,EEF2,EIF2S3
CDON+PTCH2,0.0022648639820231,CDON,PTCH2
FGF17+KIT,0.0022660756788239,FGF17,KIT
MRPL10+MRPL42,0.0022682706053658,MRPL10,MRPL42
RPLP0+RPS3,0.0022727289896705,RPLP0,RPS3
CHST1+CHST11,0.0022732558424062,CHST1,CHST11
KCNH5+KCNQ2,0.002277987900542,KCNH5,KCNQ2
SMNDC1+ZRSR2,0.0022850777065424,SMNDC1,ZRSR2
MYBPC3+TNNI1,0.0022851138990032,MYBPC3,TNNI1
FOS+NFATC1,0.0022898851581752,FOS,NFATC1
BLOC1S2+MZT1,0.002293156797331,BLOC1S2,MZT1
EGR2+PRX,0.0022946654857703,EGR2,PRX
DAO+GLDC,0.0022963534057561,DAO,GLDC
DSN1+NDC80,0.0022963949332469,DSN1,NDC80
ITGA2B+PEBP1,0.0022983147052166,ITGA2B,PEBP1
RUNX2+TWIST2,0.0022990798021166,RUNX2,TWIST2
IL2RA+JAK3,0.0023049945584951,IL2RA,JAK3
PEX16+PEX7,0.0023087913687228,PEX16,PEX7
GRM4+GRM8,0.0023098398653481,GRM4,GRM8
PNCK+TEX28,0.002311662179428,PNCK,TEX28
ADAL+TRMT11,0.0023136962116812,ADAL,TRMT11
COPS4+HSP90AA1,0.0023165766599811,COPS4,HSP90AA1
NCK1+RET,0.0023166622705641,NCK1,RET
CDC45+MCM6,0.0023175825578528,CDC45,MCM6
B4GALT1+FUT6,0.0023230837591461,B4GALT1,FUT6
GATA1+ZFPM2,0.0023316901494514,GATA1,ZFPM2
EZR+PRX,0.0023317851210564,EZR,PRX
RIOK3+SIL1,0.002337890448462,RIOK3,SIL1
DHX37+NOC2L,0.0023383774416127,DHX37,NOC2L
PTF1A+VSX1,0.002342364970418,PTF1A,VSX1
GRIN2A+NOS1,0.002348915169038,GRIN2A,NOS1
CRHR2+RANBP3,0.0023509871713783,CRHR2,RANBP3
CRH+PTH2,0.0023531117523475,CRH,PTH2
PDCD11+RANBP3L,0.0023554482723966,PDCD11,RANBP3L
CAND2+CUL1,0.0023572567900106,CAND2,CUL1
